Sr_No,Date,Startup_Name,IndustryVertical,SubVertical,City,Investors Name,Investment_Type,Amount_in_USD,Remarks
960,15-03-2017,LatestOne,E-Commerce,Tech Accessories e-tailer,Hyderabad,"Florintree Advisors, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity Round,3350000,nan
961,15-03-2017,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Group of investors (undisclosed),Seed Round,100000,nan
962,16-03-2017,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures India, Blume Ventures, Saha Fund",Private Equity Round,1350000,nan
963,16-03-2017,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai",Seed Round,,nan
964,16-03-2017,POPxo.com,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital, IDG Ventures India, Summit Media, Atul Goel, Gurpreet Singh",Private Equity Round,3100000,nan
965,16-03-2017,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Round,200000,nan
966,17-03-2017,FarMart,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network (IAN),Seed Round,,nan
967,21-03-2017,Flipkart,E-Commerce,E-Commerce Marketplace,Bengaluru,"Microsoft Ventures, eBay, Tencent",Private Equity Round,1400000000,nan
968,21-03-2017,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh Jhunjhunwala, Rajesh Jhunjhunwala",Private Equity Round,3670000,nan
969,21-03-2017,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L'Occitane,Private Equity Round,5300000,nan
970,22-03-2017,The Moms Co.,E-Commerce,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Round,,nan
971,22-03-2017,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju",Seed Round,191000,nan
972,23-03-2017,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia India, Kinzon Capital",Private Equity Round,15000000,nan
973,23-03-2017,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity Round,56000000,nan
974,24-03-2017,Bizom,Technology,supply chain automation platform,Bengaluru,Ojas Ventures,Seed Round,382000,nan
975,24-03-2017,BabyonBoard,Consumer Internet,Parenting Mobile App,Bengaluru,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Round,,nan
976,24-03-2017,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global Management",Private Equity Round,100000000,nan
977,27-03-2017,Sports Flashes,Consumer Internet,Sports Based Online Media portal,New Delhi,"Vikas Bajaj, Amit Kharbanda",Seed Round,,nan
978,28-03-2017,Fynd,E-Commerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity Round,500000,nan
979,28-03-2017,Wigzo,Technology,Enterprise Automation suite,New Delhi,3One4 Capital,Private Equity Round,,nan
980,28-03-2017,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity Round,300000,nan
981,29-03-2017,Zapyle,E-Commerce,Luxury Fashion Marketplace,Bengaluru,Group of investors (undisclosed),Seed Round,,nan
982,29-03-2017,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Round,325000,nan
983,29-03-2017,perpule,E-Commerce,Self-Checkout E-Commerce App,Bengaluru,KStart Capital,Seed Round,650000,nan
984,29-03-2017,BYJU'S,Ed-Tech,Online Education Platform,Bengaluru,Verlinvest,Private Equity Round,,nan
985,29-03-2017,Licious,E-Commerce,Online Meat Ordering platform,Bengaluru,"Mayfield India II Management Ltd, 3One4 Capital, Sistema Asia Fund, Neoplux",Private Equity Round,10000000,nan
986,29-03-2017,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bengaluru,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani",Seed Round,50000,nan
987,30-03-2017,Indus OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, Ventureast",Private Equity Round,,nan
988,30-03-2017,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bengaluru,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Round,,nan
989,30-03-2017,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed Round,,nan
990,31-03-2017,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Round,155000,nan
991,31-03-2017,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity Round,3000000,nan
992,31-03-2017,BigBasket,E-Commerce,Online Grocer,Bengaluru,Trifecta Capital,Private Equity Round,7000000,nan
993,31-03-2017,Rooter,Consumer Internet,Sports engagement platform,New Delhi,Intex Technologies,Private Equity Round,,nan
994,31-03-2017,FalconBrick,Technology,Real-Estate Workflow mobile app,Bengaluru,"Satveer Thakral, LetsVenture, Mumbai Angels Network",Seed Round,,nan
995,31-03-2017,Icertis,Technology,ERP solutions provider,Pune,"B Capital, Ignition Partners, Greycroft, e.ventures, Eight Roads Ventures India",Private Equity Round,25000000,nan
996,02-02-2017,Clodura,Technology,Intelligent Sales Assistant,Pune,Group of investors (undisclosed),Seed Round,,nan
997,03-02-2017,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Round,,nan
998,06-02-2017,Capital Float,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Finance,Private Equity Round,2500000,nan
999,06-02-2017,iManageMyHotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Round,,nan
1000,07-02-2017,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Round,450000,nan
1001,07-02-2017,TravelTriangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity Round,10000000,nan
1002,08-02-2017,Wandertrails,Consumer Internet,Online Travel & Adventure & Activities Portal,Bengaluru,Earlsfield Capital,Seed Round,1000000,nan
1003,08-02-2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity Round,1200000,nan
1004,08-02-2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity Round,55000000,nan
1005,08-02-2017,MindYourFleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Round,,nan
1006,08-02-2017,EduRev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Round,40000,nan
1007,09-02-2017,Voonik,E-Commerce,Women Apparel & Lifestyle etailer,Bengaluru,"RB Investments, Sequoia India",Private Equity Round,6000000,nan
1008,09-02-2017,1Crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Seed Round,,nan
1009,09-02-2017,Wooplr,E-Commerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fund, Amereus Group, Helion Venture Partners",Private Equity Round,8000000,nan
1010,10-02-2017,48East,E-Commerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity Round,500000,nan
1011,10-02-2017,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Seed Round,,nan
1012,13-02-2017,Sigtuple,Technology,Medical Automation platform,Bengaluru,"Accel, IDG Ventures India, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity Round,5800000,nan
1013,13-02-2017,Flutura,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Ventures, Lumis Partners",Private Equity Round,7500000,nan
1014,13-02-2017,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,"Anil Jain, High Networth Individuals (undisclosed)",Private Equity Round,3200000,nan
1015,13-02-2017,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs Group, Pine Brook",Private Equity Round,15000000,nan
1016,13-02-2017,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi,Seed Round,330000,nan
1017,13-02-2017,Fyle Technologies,Technology,Expense Management Solution,Bengaluru,Pravega Ventures,Seed Round,400000,nan
1018,14-02-2017,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Round,300000,nan
1019,14-02-2017,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity Round,22400000,nan
1020,14-02-2017,Connaizen,Technology,Data Analytics platform,New Delhi,Vikram Sud,Seed Round,,nan
1021,15-02-2017,Innov8,Real Estate,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Round,,nan
1022,15-02-2017,ZestMoney,Financial Services,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity Round,6500000,nan
1023,15-02-2017,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Round,350000,nan
1024,16-02-2017,Truebil,Consumer Internet,Used Vehicle Marketplace,Mumbai,Shunwei Capital,Private Equity Round,3000000,nan
1025,16-02-2017,YourStory,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital, Qualcomm Ventures, 3One4 Capital, UC-RNT fund",Private Equity Round,3000000,nan
1026,17-02-2017,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Round,500000,nan
1027,17-02-2017,The Ken,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma",Seed Round,400000,nan
1028,17-02-2017,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia India",Private Equity Round,15200000,nan
1029,17-02-2017,Aisle.co,Consumer Internet,Online match-making app,Bengaluru,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Round,,nan
1030,17-02-2017,Townscript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity Round,,nan
1031,17-02-2017,Leopetra,E-Commerce,Solution provider for pet needs,Mumbai,Facebook FB Start programme,Seed Round,40000,nan
1032,18-02-2017,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FB Start programme,Seed Round,40000,nan
1033,20-02-2017,Flipkart,E-Commerce,Online Marketplace,Bengaluru,Bennett Coleman & Co. Ltd,Private Equity Round,38700000,nan
1034,21-02-2017,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"SoftBank Ventures Korea, IMM Investment",Private Equity Round,15000000,nan
1035,22-02-2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FB Start programme,Seed Round,40000,nan
1036,23-02-2017,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity Round,1100000,nan
1037,23-02-2017,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Round,,nan
1038,24-02-2017,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Round,,nan
1039,27-02-2017,Stayabode,Consumer Internet,Co-Living Spaces Aggregator,Bengaluru,Ishan Manaktala,Seed Round,,nan
1040,27-02-2017,Biryani By Kilo,Food & Beverages,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels Network (CAN), Ashish Gupta, Rohit, Ashish Chand, Sunil Singh",Seed Round,375000,nan
1041,27-02-2017,Johari Shop,E-Commerce,Online Jewellery etailer,Bengaluru,Group of investors (undisclosed),Seed Round,94000,nan
1042,28-02-2017,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity Round,1000000,nan
1043,28-02-2017,BlackBuck,Logistics Services Provider,Online freight aggregator,Bengaluru,"Sands Capital, IFC, Accel, Flipkart, Sanjiv Rangrass",Private Equity Round,70000000,nan
1044,02-01-2017,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"T.V. Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Round,366000,nan
1045,03-01-2017,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Round,825000,nan
1046,03-01-2017,GoFynd,E-Commerce,Fashion E-Commerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Round,,nan
1047,03-01-2017,Vow Car Clinic,Consumer Internet,Online/App Based Car cleaning service provider,Gurgaon,Vishal Malik,Seed Round,,nan
1048,04-01-2017,LearnTron,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Seed Round,,nan
1049,05-01-2017,MobiDent,Consumer Internet,Dentist Appointments booking platform,Bengaluru,DanGold Investment Corp,Private Equity Round,,nan
1050,05-01-2017,Yostra,Technology,Healthcare Technology Solutions,Bengaluru,"Marico Innovation Foundation (MIF), Villgro",Private Equity Round,,nan
1051,06-01-2017,LEAP India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund,Sixth Sense Ventures, TCI Ventures",Private Equity Round,13000000,nan
1052,07-01-2017,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity Round,57000000,nan
1053,09-01-2017,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity Round,35000000,nan
1054,10-01-2017,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt. Ltd.,Private Equity Round,800000,nan
1055,10-01-2017,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India II Management Ltd, Trifecta Capital",Private Equity Round,5000000,nan
1056,10-01-2017,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity Round,2250000,nan
1057,10-01-2017,DriveSkool,Consumer Internet,online marketplace for driving schools,Bengaluru,Aavya Ventures,Seed Round,,nan
1058,10-01-2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Round,100000,nan
1059,10-01-2017,Lenskart.com,E-Commerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity Round,3500000,nan
1060,11-01-2017,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Round,,nan
1061,12-01-2017,Hansel.io,E-Commerce,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures India, Endiya Partners",Private Equity Round,1350000,nan
1062,12-01-2017,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity Round,10000000,nan
1063,13-01-2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments (DTSI),Private Equity Round,4100000,nan
1064,13-01-2017,PaisaWapas,Consumer Internet,Cashback & Coupons platform,Bengaluru,Vividhity Ventures,Seed Round,,nan
1065,13-01-2017,iServefinancial,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Round,440000,nan
1066,14-01-2017,Unacademy,Ed-Tech,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity Round,4500000,nan
1067,14-01-2017,SecururAX,Technology,Cloud-based solutions provider,Bengaluru,"Axilor Partners,  IDFC-Parampara Fund",Private Equity Round,,nan
1068,16-01-2017,Leadburg,Consumer Internet,Personality Development Mobile App,Bengaluru,"Harsh V. Pant, Ratheesh Raveendran",Seed Round,,nan
1069,16-01-2017,Zolo,Consumer Internet,Branded PG Accomodation booking platform,Bengaluru,"Nexus Venture Partners, InnoVen Capital India",Private Equity Round,5000000,nan
1070,16-01-2017,Oi Media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,Seed Round,,nan
1071,16-01-2017,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Group of investors (undisclosed),Seed Round,700000,nan
1072,17-01-2017,Curiositi,Consumer Internet,Online Learning Platform,Bengaluru,"Menterra Venture, Unitus Seed Fund",Private Equity Round,800000,nan
1073,17-01-2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity Round,2000000,nan
1074,17-01-2017,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,"Tencent, Ru-Net Technology Partners, RSI Fund, Thrive Capital",Private Equity Round,55000000,nan
1075,17-01-2017,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient,Seed Round,441000,nan
1076,17-01-2017,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,Group of investors (undisclosed),Seed Round,500000,nan
1077,17-01-2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed Round,147000,nan
1078,18-01-2017,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Seed Round,,nan
1079,18-01-2017,Direct Create,E-Commerce,B2B Marketplace for Handicrafts,Gurgaon,Rajasthan Venture Capital Fund,Seed Round,,nan
1080,18-01-2017,Vahdam Teas,E-Commerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Round,650000,nan
1081,18-01-2017,QwikSpec,Technology,Cloud-based construction,Bengaluru,Group of investors (undisclosed),Seed Round,300000,nan
1082,19-01-2017,PParke,Consumer Internet,Parking Solutions mobile app,Bengaluru,SB Ventures,Seed Round,,nan
1083,19-01-2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity Round,1000000,nan
1084,19-01-2017,Native Special,E-Commerce,Indian Sweets & Snacks etailer,Karur,"Indian Angel Network (IAN), Native Angels Network",Seed Round,,nan
